propertyImmoCode,provinceCode,postalCode,salePrice,propertyType,propertySubtype,buildingCondition,propertySurface,landSurface,constructionYear,EPC,floors,facades,rooms,bedrooms,bathrooms,showerrooms,kitchenSurface,atticSurface,basementSurface,livingroomSurface,diningroomSurface,gardenSurface,terraceSurface,hasSwimmingpool
10157930,VAN,2920,1250000,1,11,2,450,1965,1998,,,4,,4,2,0,,1,,,,,1,1
10157927,VBR,3300,355000,1,,,200,127,2006,74,,2,,3,1,0,,,,,,,19,
10157925,BBR,1160,199000,2,18,1,34,,1975,331,5,2,,0,1,0,,,1,27,,,3,
10157924,WNA,5300,165000,1,,1,95,150,,281,,2,,3,1,0,11,,1,23,,,1,
10154850,VBR,1760,275000,1,,5,107,437,1874,352,,2,,2,1,0,17,34,20,32,,301,27,
10154849,VBR,1760,295000,1,9,1,110,119,2000,154,,3,,2,1,0,14,25,,31,,,,
10157919,WBR,1410,795000,1,11,1,,1205,1951,336,,4,,5,2,1,13,,1,30,1,,75,1
10157914,VAN,2000,564000,2,,1,97,,2017,117,4,2,,2,1,1,10,,,25,,,36,
10157913,VAN,2000,2150000,2,,1,450,,,,8,,5,4,,0,,,,,,,108,
10157912,VAN,2018,599000,2,,2,150,,2020,120,5,,,3,1,1,,,,,,,1,
10157911,VBR,3221,470000,1,,2,220,565,2001,233,,3,,3,1,0,19,,1,45,,,30,
10157909,WHT,7134,195000,1,,1,,0,,760,,3,,1,1,0,15,1,1,31,,,1,
10157907,VBR,1640,680000,2,,1,282,,1989,202,,3,,4,3,0,12,,,,1,230,1,
10157903,VOV,9870,347500,1,,2,132,313,,106,,2,,3,1,0,12,1,,37,,,1,
10157901,BBR,1060,1900000,2,19,2,285,,2021,,6,,4,3,3,0,25,,1,100,,,59,
10157900,BBR,1050,1900000,2,19,2,285,,2021,,6,,4,3,3,0,25,,1,100,,,59,
10157887,VBR,1770,375000,1,,,356,0,1985,459,,2,,3,2,0,14,58,,41,,,34,
10157885,VBR,1770,375000,1,8,,356,0,1985,459,,2,,3,2,0,14,58,,41,,,34,
10157876,VBR,1731,220000,2,,,73,,1977,346,4,2,,2,1,0,6,,6,28,,,3,
10157872,VBR,3020,770000,1,11,1,315,1000,1965,314,,4,,4,2,2,,1,1,68,,,1,
10157869,VOV,9470,375000,1,,,120,0,1958,315,,4,,3,1,0,22,26,,27,,,1,
10157866,WHT,7700,169000,1,,1,,150,,246,,2,,2,1,0,,1,1,,,,1,
10157854,VBR,3110,389000,2,19,2,130,,2022,,,4,,3,1,0,24,,,20,,,45,
10157852,VBR,3111,389000,1,,6,190,1500,1958,507,,3,,3,1,0,,,,,,,1,
10157850,VBR,3300,165000,1,,6,150,944,1850,1244,,4,,3,,0,,,,,,,,
10157848,VBR,3360,685000,1,11,1,347,901,1987,191,,4,,4,1,0,,,,,,,1,
10157847,VBR,3300,325000,1,,,129,193,1965,460,,2,,3,1,1,,1,1,,,,1,
10157845,VLI,3870,225000,1,,,130,440,,417,,3,,3,1,0,,1,1,,,,1,
10157786,BBR,1080,600000,1,8,5,640,315,,,,2,,2,2,0,,,,,,,1,
10157779,BBR,1050,649000,2,,2,117,,1920,198,3,2,,2,2,0,13,,1,25,,,,
10157775,WBR,1420,570000,1,11,1,170,684,1988,276,,4,,3,1,0,13,1,,30,1,500,25,
10157774,VBR,1730,249000,1,,2,166,119,,253,,2,,2,1,0,12,1,1,23,,40,1,
10157773,VBR,1730,369000,1,,5,249,694,1963,619,,3,,3,1,0,12,1,1,34,,600,20,
10157772,VBR,1800,249000,2,,1,82,,1850,145,2,,,1,1,0,14,,1,33,,,8,
10157770,VBR,1800,249000,2,,1,92,,2010,88,,2,,2,1,0,8,,1,37,,,3,
10157768,BBR,1180,568000,1,,5,211,110,,544,,2,,4,3,0,,,,,,,46,
10157764,WLX,6747,220000,1,,5,105,73,,198,,3,,2,1,1,12,,,16,1,,,
10157763,WLX,6750,525000,1,,1,200,1116,1900,250,,4,,7,2,2,,1,1,31,,850,120,1
10157760,VAN,2650,269000,2,,,115,,1991,234,,2,,2,1,0,9,,1,34,,,1,
10157759,VBR,3390,489000,1,,,293,1468,1993,153,,4,,4,2,2,,,1,,,1,,
10157758,VOV,9112,875000,1,,1,,9600,,603,,4,,4,1,0,,1,1,,,,1,
10157757,VAN,2140,199000,2,,1,104,,,307,3,2,,2,1,0,8,,,36,,,4,
9964086,VAN,2400,290000,1,,5,260,1315,1963,224,,3,,4,1,1,9,1,,35,1,,6,
10157754,VAN,2970,1135000,1,11,,330,2247,1961,195,,4,,4,2,0,24,,,60,,,60,
10146925,VAN,2920,760000,1,,1,359,1837,2000,117,,4,,4,2,1,,,,,,325,50,
10157751,VOV,9700,770000,1,,1,525,735,1962,177,,3,,4,2,1,,,,,,,38,
10157750,WNA,5000,260000,2,15,1,90,,2011,155,,2,,2,2,0,,,1,40,,30,20,
10157748,VOV,9290,229500,1,,1,138,148,,255,,2,,2,1,0,,,1,1,,,,
10157745,WHT,6001,90000,2,,1,,,,165,,2,,2,1,1,,,,1,,,1,
10157744,WHT,6141,245000,1,,4,,0,,770,,3,,3,1,0,,,,,,,,
10157741,WHT,6440,220000,1,11,1,143,0,,363,,4,,4,2,2,10,,1,32,,,1,
10157740,WHT,7160,315000,1,9,2,237,195,2011,126,,3,,3,1,1,24,,,42,1,195,47,
10157739,BBR,1080,159000,2,,5,65,,,268,3,2,,2,1,0,,,,,,,,
10157738,WBR,1300,399000,1,,1,,235,1979,250,,2,,4,2,1,10,1,11,41,1,235,1,
10157737,WBR,1300,309000,2,,2,82,,,,,,,1,1,0,,,,1,,,18,
10157736,WBR,1300,289000,2,,2,82,,,,,,,1,1,0,,,,1,,,18,
10157735,WBR,1300,349000,2,,2,90,,,,,,,2,1,0,,,,1,,,18,
10157728,VAN,2930,590000,2,,2,150,,,35,,,,3,2,0,,,,1,,,1,
10157727,VAN,2930,595000,2,15,2,150,,2021,35,,,,3,2,0,,,,64,,,1,
10157726,VWV,8300,2990000,2,16,2,181,,1994,106,7,2,,3,2,0,,,1,,,,1,
10101660,BBR,1040,650000,2,19,2,115,,,733,8,2,,2,1,0,,,,56,,,21,
10101659,BBR,1040,450000,2,15,4,100,,,449,8,2,,2,1,0,,,,38,,,8,
10157723,VBR,3210,945000,1,11,1,330,7230,1930,,,4,,5,2,0,18,,20,57,1,,1,
10157719,VBR,3202,249000,1,,6,,380,,,,4,,4,2,0,,,,,,,,
10157716,VWV,8300,965000,1,6,2,230,339,2022,,,3,,4,2,0,,1,,,,,1,
10157711,VAN,2220,310000,1,,5,148,1142,1964,894,,4,,4,1,0,10,,1,35,,,,
10157707,BBR,1050,500000,1,8,,250,60,,,,3,,0,2,0,,,1,,,,,
10157706,VWV,8300,795000,2,19,2,88,,,83,,2,,2,1,0,,,,,,,1,
10157705,VWV,8300,695000,2,,2,96,,2016,,,2,,2,2,2,,,1,,,,20,
10157702,VWV,8300,2700000,2,,4,101,,1969,116,,2,3,2,2,0,,,1,,,,1,
10157701,VWV,8300,1095000,2,,,107,,2023,,,2,3,2,2,2,,,1,,,,67,
10157700,WLG,4800,235000,1,,2,163,138,,328,,2,,5,1,0,29,,1,16,1,,25,
10157699,WLX,6700,250000,2,,1,105,,2005,288,2,2,,2,1,0,14,,,47,,,,
10157695,VBR,3050,365000,2,15,2,100,,,62,,2,,2,2,0,16,,,25,,,1,
10157694,VBR,3350,424900,1,,2,160,349,2020,24,,3,,3,1,0,11,,,23,1,120,60,
10157687,VOV,9000,395000,1,,6,175,56,,818,,2,,3,1,0,,,1,,,,10,
10157685,VBR,1770,385000,1,9,1,156,213,1977,187,,2,,4,2,1,13,,,30,,,1,
10157684,VOV,9420,210000,1,,1,,221,1918,675,,3,,3,1,1,7,1,,38,,65,,
10128292,WHT,7520,89000,1,,1,,100,,1040,,3,,1,1,0,10,,,17,,25,23,
10157681,WHT,7500,150000,1,,,,85,,224,,2,,3,3,3,,1,1,,,,1,
10157678,WBR,1420,445000,1,1,1,110,681,1973,555,,4,,2,1,0,11,1,,40,,500,50,
10157677,WHT,7700,295000,1,,2,130,182,,165,,2,,3,2,2,6,1,1,29,,115,1,
10157676,VBR,1831,395000,1,,1,210,309,,376,,3,,3,2,0,,,,,,,1,
10157675,VOV,9300,239000,1,,,182,490,,840,,2,,3,1,0,10,1,1,29,,,1,
10157674,VOV,9320,239000,1,,,182,490,,840,,2,,3,1,0,10,1,1,29,,,1,
10157673,WLG,4020,189000,2,,1,94,,,89,3,2,,3,1,1,10,,,27,,,1,
10157671,WHT,7130,235000,1,,2,180,258,1960,336,,3,,3,1,1,,1,,1,,,60,
10157670,WHT,6000,380000,1,8,,,0,1938,219,,2,,6,3,0,,,1,,,,,
10157669,WHT,6010,199000,1,,2,150,280,,220,,3,,4,1,0,15,1,1,10,1,,15,
10157668,WHT,6040,99000,1,,5,170,353,,475,,2,,3,1,1,,,,1,,300,8,
10157667,WHT,6540,239000,1,10,5,325,580,,331,,4,,3,1,1,10,,1,34,1,400,,
10157666,WHT,6140,750000,1,5,1,480,29000,,238,,4,,4,1,1,25,1,,49,1,30000,,
10157665,WLG,4000,160000,2,,6,70,,1966,270,,3,,2,1,0,7,,,25,,,3,
10157664,VWV,8370,320000,2,,,87,,,,,,,2,1,0,,,,1,,,7,
10157663,VWV,8000,349000,1,,,244,614,,244,,3,,5,1,0,25,1,,45,,,,
10157662,VOV,9160,479000,1,1,4,199,1361,,205,,4,,2,1,0,,,1,,,1000,20,
10157661,VWV,8490,359850,2,,,122,,2021,,2,4,,2,1,0,,,,1,,,26,
10157660,VOV,9000,369000,2,16,1,98,,2007,127,4,2,,2,1,0,7,1,,38,,,10,
10157659,VWV,8000,369500,2,,,105,,2021,,4,2,,2,1,0,,,,41,,,10,
10157650,VOV,9000,447500,2,15,2,81,,,,3,4,,1,1,0,8,,,34,,5,14,
10157649,VOV,9000,592250,2,,2,105,,,,3,4,,2,2,0,,,,42,,,26,
10157648,VOV,9000,1225868,2,19,2,180,,,,3,4,4,3,3,0,,,,63,,,58,
10157647,VOV,9000,651630,2,,2,111,,,,3,4,,3,2,0,,,,40,,,20,
10157640,VOV,9000,269000,1,,1,93,33,,375,,2,,2,1,0,,,1,,,,,
10157635,VAN,2600,265000,2,,2,86,,1979,229,,3,,2,1,0,,,1,,,,7,
10157632,WLG,4500,490000,1,8,2,233,6057,2011,322,,4,,3,2,0,10,1,,34,1,6057,105,
10157631,WLG,4051,249000,2,,2,104,,2019,84,1,2,,2,1,0,16,,1,25,,,20,
10157630,VBR,1790,544000,1,,,190,685,2022,,,3,,3,1,0,10,30,,34,,,1,
10157629,VBR,1790,549000,1,,,190,770,2022,,,3,,3,1,0,10,30,,34,,,1,
10157626,WBR,1300,830000,1,11,2,350,1289,2006,151,,4,,5,2,0,20,1,,34,1,1139,40,
10157625,VOV,9290,299900,1,,1,160,370,1870,870,,4,,2,1,1,16,16,22,21,1,270,30,
10157607,VWV,8000,357000,1,,5,186,65,,311,,2,,3,1,1,14,,,32,1,,14,
10157599,VOV,9340,250000,1,,2,120,164,,136,,2,,2,1,0,13,1,,25,,40,95,
10059339,VOV,9300,265000,2,,2,105,,,202,,2,,2,1,0,18,,1,45,,,12,
10157598,WHT,7141,260000,1,,1,124,640,,365,,4,,2,1,0,12,,1,15,1,,1,
10157597,WHT,7100,158000,1,,,128,320,2003,343,,2,,3,1,0,13,,1,13,1,,1,
10157596,WHT,7100,215000,1,,1,184,400,,254,,3,,2,1,0,15,1,,45,,,,
10157595,WHT,7100,170000,2,,1,65,,1966,394,4,2,,2,1,0,6,,1,25,,,1,
10157593,WHT,7711,269000,1,,1,,579,1960,387,,2,,4,1,0,,1,,1,,,1,
10157592,VOV,9160,465000,2,16,1,180,,2010,96,,2,,3,1,0,,,,,,,,
10157591,VOV,9100,349000,1,,4,153,110,1933,138,,2,,4,1,0,,,,,,1,1,
10157590,VOV,9140,149000,1,,6,95,147,,487,,2,,2,1,0,,,,,,1,,
10157589,VOV,9120,430000,1,,,212,170,2021,37,,2,,3,1,0,,,,,,1,1,
10157588,VOV,9100,369000,1,,1,161,200,,290,,3,,5,1,0,,,,,,1,,
10157587,VOV,9100,355000,1,,1,194,294,2015,314,,2,,4,2,0,,,,,,204,,
10157586,VOV,9120,329000,1,,1,157,339,1950,317,,3,,2,1,1,,,1,,,1,,
10157585,VAN,2070,229000,1,,6,,151,,722,,2,,3,1,0,,,,,,1,,
10157584,VOV,9100,379000,1,,4,182,278,1960,345,,3,,3,1,0,,,,,,1,1,
10157583,VOV,9140,695000,1,11,2,245,1335,1965,428,,4,,3,1,1,,,1,,,1,1,
10157582,VOV,9120,319000,1,,5,182,526,1961,828,,3,,3,1,0,,,,,,214,,
10157581,VOV,9140,339000,1,,1,178,340,,273,,2,,4,2,0,,,1,,,1,,
9941130,WHT,7500,239000,2,,2,82,,,114,,,,1,1,1,11,,1,23,,,21,
10157579,BBR,1070,159000,2,,1,70,,1963,388,,2,,2,1,0,6,,2,29,1,,8,
10157577,WLG,4032,190000,2,,2,70,,,153,8,2,,2,1,1,8,,,26,,,4,
9857389,VAN,2100,189000,2,,2,93,,,127,,2,,2,1,0,,,,,,,1,
10157575,VAN,2610,765000,1,,,250,287,,520,,2,,2,2,0,,,1,,,187,1,
10157574,VAN,2970,1250000,1,6,2,270,1180,1966,215,,4,5,4,2,0,,,,,,,1,1
10157569,VLI,3700,365000,1,,2,197,0,,134,,2,,3,1,0,,,1,,,,1,
10081760,VOV,9200,179000,2,,1,95,,1968,559,2,3,,2,1,0,10,,,30,,,3,
10157565,BBR,1040,595000,2,19,6,175,,1964,453,7,2,,4,2,0,13,,1,52,,,50,
10157564,BBR,1000,375000,2,,2,91,,2017,100,5,2,,2,1,0,8,,2,32,,,9,
10157563,BBR,1040,595000,2,16,6,175,,1964,453,7,2,,4,2,0,13,,1,52,,,50,
10157561,VBR,3080,1950000,1,6,1,520,4000,1971,214,,4,6,5,3,0,18,,30,65,1,,1,1
10157560,VAN,2060,149000,2,,1,44,,1940,482,2,2,,1,1,1,,,,,,,,
10157557,VBR,1540,1245000,1,5,,,3466,,442,,4,7,6,2,0,,,,,,,1,
10157556,VAN,2660,379000,1,,4,195,200,1938,142,,2,,4,1,0,,,1,,,101,,
10157552,VAN,2000,295000,2,,1,115,,1967,260,7,3,,2,1,0,,,1,,,,2,
10157550,VAN,2250,475000,1,,,300,1050,1972,296,,4,,4,1,0,20,36,,55,,200,15,
10157549,VLI,3900,1049000,1,11,2,355,11699,1989,273,,4,5,4,2,0,,,1,,,,1,
10157548,VLI,3900,1049000,1,,2,355,11699,1989,273,,4,5,4,2,0,,,1,,,,1,
10157547,VLI,3900,1049000,1,6,2,355,11699,1989,273,,4,5,4,2,0,,,1,,,,1,
10157546,VWV,8300,650000,2,,2,79,,1968,315,5,2,,2,2,1,,,,,,,1,
10157545,VWV,8380,325000,2,,2,60,,1967,99,3,2,,2,1,0,,,,,,,1,
10157542,BBR,1150,675000,1,,1,155,243,1965,315,,3,,4,1,0,,1,,40,,100,,
10157541,BBR,1200,150000,2,18,6,35,,1960,436,8,2,,0,1,1,,,1,20,,,,
10157540,VAN,2220,349000,1,,1,170,793,1973,338,,3,,3,1,0,,,,,,1,1,
10157539,VAN,2381,690000,1,,,,5967,,442,,4,,8,3,0,10,17,,1,,,1,
10157537,WBR,1301,449000,1,,,237,0,1974,532,,4,,4,2,0,13,,1,42,,2440,1,
10157536,WLG,4357,293000,1,,2,128,553,,361,,3,,3,1,0,23,1,,36,,,1,
10157535,VAN,2000,515000,2,,2,136,,,166,4,2,,2,1,0,10,,,35,1,,,
10157522,VAN,2650,265000,2,,1,100,,,166,,,,2,1,0,10,,1,34,,,12,
10157521,VOV,9260,345000,1,,6,203,650,1966,1229,,2,,3,1,0,7,1,1,41,,450,20,
10157520,WLG,4020,160000,2,,5,71,,,277,,2,,2,1,0,6,,4,26,,,7,
10157518,VAN,2660,495000,1,8,,465,454,,,,2,,6,,0,,,,1,,,,
10157510,VAN,2170,249000,2,15,4,81,,,112,2,2,,2,1,0,,,1,,,,,
10157508,VAN,2000,299000,2,,,105,,,146,,2,,2,1,0,,,,1,,,19,
10157506,VAN,2018,1100000,1,,1,310,198,1891,230,,2,6,5,2,1,20,1,1,33,1,80,24,
10157504,WBR,1370,299000,1,,1,130,409,,389,,3,,4,1,0,12,,50,30,,,,
10157503,VBR,1600,25000,1,8,,,0,1975,,,,,0,,0,,,,,,,,
10157502,WLG,4130,249000,1,9,1,100,323,1976,404,,3,,3,1,0,8,1,37,20,,,1,
10157501,VAN,2300,275000,1,8,6,395,205,1963,435,,2,,0,,0,23,,1,,,,,
10157500,VAN,2500,190000,2,,2,66,,2022,,,,,1,1,0,,,,28,,,1,
10157498,VAN,2500,275000,2,,1,98,,2005,138,2,3,,2,1,0,8,,,35,,,5,
10157497,VAN,2222,100000,1,,6,250,1300,1968,852,,2,,4,1,0,12,,30,36,1,,1,
10157495,VAN,2590,249000,1,,6,100,420,,381,,3,,2,1,0,9,60,10,33,,,1,
10157494,VAN,2560,1050000,1,11,,525,3805,1990,197,,4,,3,3,0,14,,1,58,,,1,1
10157493,VAN,2560,315000,2,19,,83,,2012,138,2,2,,2,1,0,11,,,32,,,50,
10157492,VAN,2270,675000,1,8,,475,694,1886,668,,3,,4,1,0,34,102,70,48,,,,
10157491,VAN,2500,675000,2,16,,190,,,630,,,,2,2,0,18,,1,50,,,,
10157490,VAN,2500,675000,2,16,,220,,1797,308,,3,,3,2,0,10,,1,55,,100,1,
10157489,VAN,2500,415000,1,,,160,189,,152,,2,,3,1,0,8,1,,57,,,1,
10157488,VAN,2500,498000,1,,,290,203,2012,95,,2,,3,2,0,16,45,1,60,,,1,
10157487,VAN,2500,349000,1,,,135,100,1920,243,,2,,3,1,0,18,27,,28,,42,1,
10157486,WNA,5500,75000,2,18,5,40,,,155,4,2,,1,,0,4,,,18,,,,
10157485,WNA,5500,150000,1,8,6,,0,,357,,2,,8,1,0,6,1,1,29,,,1,
10157484,WNA,5500,90000,2,18,1,33,,,149,4,,,0,1,1,,,,1,,,,
10157483,VAN,2600,368000,2,,1,120,,,292,,2,,2,1,0,6,,30,35,,,6,
10157481,VBR,1933,349500,2,,4,135,,,423,,,,2,1,0,15,,,48,,,,
10157480,VBR,1933,315000,2,,,135,,1974,,,,,2,1,0,16,,,48,,,,
10157479,VOV,9470,189000,2,,1,75,,2001,207,3,3,,1,1,0,4,,,30,,,,
10157478,WLG,4171,495000,1,11,1,185,2120,,397,,4,,4,1,1,25,,1,41,,1990,,
10157477,VLI,3798,285000,1,,,140,238,,467,,3,,4,1,1,12,,1,23,,,,
10157476,WLG,4053,329000,1,,,100,580,,374,,4,,2,1,0,,,1,1,,,1,
10157474,BBR,1180,895000,1,6,2,261,0,1964,136,,2,,4,3,2,15,,,50,1,100,1,
10157469,BBR,1210,279000,2,,1,80,,1960,215,5,2,,2,1,0,11,,1,18,,,3,
10157468,WLG,4870,225000,1,8,1,215,289,,184,,2,,3,3,3,,,1,1,,75,8,
10157467,WLG,4870,129000,1,,6,90,330,,694,,3,,3,1,1,17,,1,11,,60,,
10157466,WLG,4870,135000,1,,6,150,112,,606,,2,,3,1,1,8,,1,29,,,1,
10157465,WLG,4020,129000,1,,6,116,210,,462,,2,,3,1,0,9,,,15,1,20,10,
10157464,WLG,4870,149000,1,,6,100,2221,,424,,3,,3,1,0,16,,,17,,80,10,
10157463,WLG,4032,230000,1,,2,90,452,,633,,4,,2,1,0,10,,1,25,1,70,,
10157462,VAN,2018,449000,2,16,2,,,1981,205,15,2,,3,2,0,,,1,1,,,1,1
10157397,VAN,2600,390000,1,,1,227,88,1900,397,,3,,4,2,0,,,1,,,1,13,
10157392,VOV,9420,172500,2,,2,70,,2001,235,,,,1,1,0,10,,1,,,,,
10157391,BBR,1180,260000,2,,1,68,,,235,4,2,,1,1,1,,,,30,,,12,
10157390,BBR,1040,795000,1,,1,215,95,1959,354,,2,,4,2,2,,1,1,1,1,25,8,
10135984,VBR,1970,380000,1,,6,80,170,1960,432,,3,,3,1,1,6,1,1,20,1,40,14,
10157389,BBR,1200,885000,1,7,6,266,431,1956,,,2,,7,3,3,,,1,,,313,1,
10157386,VAN,2300,285800,2,,2,87,,2022,,,,,2,1,0,,,,1,,,10,
10157384,VAN,2300,224500,2,,2,76,,2022,,,,,2,1,0,,,,1,,,9,
10157382,VAN,2300,194700,2,,2,68,,2022,,,,,1,1,0,,,,1,,,6,
10157380,VAN,2300,216300,2,,2,80,,2022,,,,,2,1,0,,,,1,,,10,
10157378,VAN,2300,210000,1,,,130,265,1967,439,,2,,4,1,1,14,,,16,,,,
10157377,VBR,1700,279000,2,16,1,119,,1993,420,3,2,,3,1,0,,,,37,,,1,
10157376,BBR,1070,279000,1,,6,150,70,1947,425,,2,,4,1,0,8,,,27,,,1,
10157375,VOV,9190,1080000,1,11,1,763,4493,1986,195,,4,6,5,2,0,30,,,45,,,,
10123580,WNA,5030,249000,2,,,94,,,87,3,,,2,1,0,,,1,,,,,
10157369,WBR,1357,325000,1,,5,180,1980,,333,,3,,3,1,0,,,20,36,,1,,
10157366,VLI,3920,350000,2,18,5,309,,1964,755,,3,,4,2,0,,,1,,,1,1,
10157365,VLI,3920,350000,2,,5,309,,1964,755,,3,,4,2,0,,,1,,,1,1,
10157364,VLI,3970,293000,1,6,2,128,190,1934,126,,2,,3,2,0,,,,43,,1,1,
10157363,VAN,2400,269000,2,,2,92,,1968,144,,2,,2,1,0,,,1,,,,7,
10157362,VAN,2490,249000,1,,5,170,574,1966,905,,3,,3,1,0,,,,,,276,,
10157360,VLI,3920,279000,2,15,5,106,,2000,214,,,,2,1,0,,,,,,,15,
10157359,VAN,2600,429000,1,,,124,0,1953,258,,2,,3,1,0,11,,41,41,,75,,
10157356,VAN,2880,215000,1,,6,112,0,,553,,2,,4,1,0,,,1,32,,1,11,
10157354,VAN,2000,269000,2,,2,86,,1976,160,2,,,2,1,1,8,,,,,,4,
10157352,VWV,8370,139000,2,,,60,,,244,,,,1,1,0,,,,1,,,,
10157351,VWV,8400,349000,1,,,192,198,,147,,,,3,2,0,30,,,34,,,,
10157350,VLI,3920,435000,1,,,190,698,2021,40,,,,3,1,0,,,,1,,1,1,
10157346,VBR,1800,235000,1,,6,73,68,1931,502,,,,2,,0,6,20,16,30,,1,,
10157334,VWV,8210,291561,2,,2,,,2022,,,,,3,1,0,,,,,,,,
10157332,VWV,8300,650000,2,,,78,,,315,,2,,2,2,0,,,,,,,,
10157322,VAN,2580,395000,1,,,174,1550,1974,348,,,,3,1,0,,,1,1,1,1,,
10157321,VOV,9600,329500,1,,2,,1042,1947,415,,,,3,1,0,,,1,,1,,1,
10157320,VOV,9600,329500,1,,2,,1042,1947,415,,,,3,1,0,,,1,,1,,1,
10157318,VAN,2220,298000,1,,2,,156,,517,,,,3,1,0,,,,1,1,,,
10157317,VLI,3500,165000,1,,6,95,1017,1936,1378,,,,2,1,0,,,,1,1,,,
10157316,VLI,3500,280000,1,,6,200,806,1949,429,,,,3,2,0,,,1,1,,,,
10157315,VLI,3850,310000,1,,5,,0,1972,225,,,,3,1,0,16,,45,,,1,,
10157314,VLI,3600,295000,1,,2,166,812,1955,481,,,,4,1,0,18,,,28,1,,62,
9575331,VWV,8400,399000,2,,,128,,1958,203,,,,3,1,0,13,,5,36,,,9,
10157312,VOV,9000,425000,2,,,,,2015,115,3,,,1,1,0,,,,24,,1,6,
10157310,VWV,8450,333235,1,,,,189,2022,,,,,3,1,0,,,,,,,,
10157309,VWV,8550,338091,1,,,,352,2022,,,,,3,1,0,,,,,,,,
10157308,VWV,8730,392602,1,,,,340,2021,,,,,3,1,0,,,,,,,,
10157307,VWV,8460,379155,1,,,,338,2022,,,,,3,1,0,,,,,,,,
10157306,VOV,9870,465544,1,,,,0,,,,,,3,1,0,,,,,,,,
10157305,VOV,9880,435210,1,,,,466,2022,,,,,3,1,0,,,,,,,,
10157304,VOV,9940,444800,1,,,,510,2021,,,,,3,1,0,,,,,,,,
10157303,VWV,8850,522138,1,,,,604,2022,,,,,3,1,0,,,,,,1,,
10157302,VWV,8700,389810,1,,,,368,2020,,,,,3,1,0,,,,,,1,,
10157301,VWV,8530,378742,1,,,,320,2022,,,,,3,1,0,,,,,,1,,
10157299,VOV,9991,283270,2,,,,,,,,,,2,1,0,,,,1,1,,13,
10157298,VLI,3580,471926,1,,,,638,,,,,,3,,0,,,,,,,,
10157297,VLI,3580,417089,1,,,,634,,,,,,3,,0,,,,,,,,
10157296,VLI,3580,417089,1,,,,632,,,,,,3,,0,,,,,,,,
10157295,VBR,1731,475000,1,,5,180,491,1970,260,,,,4,1,0,9,,30,34,1,216,1,
10157294,VBR,1731,475000,1,,5,180,491,1970,260,,,,4,1,0,9,,30,34,1,216,1,
10157293,VWV,8820,289000,1,,,166,930,1986,776,,,,4,,0,,,,,,1,,
10157290,VOV,9450,229000,2,,2,103,,2006,427,4,,,2,1,0,,,,1,,,1,
10157288,VAN,2240,779000,1,11,,403,1420,1986,189,,,,5,2,0,16,27,,28,1,2466,32,
10157284,WHT,7700,139000,1,,6,117,240,,372,,,,3,1,0,12,,6,23,,134,12,
10157283,VOV,9050,415000,1,,,138,102,,,,,,4,1,0,,,,1,1,,,
10157282,VOV,9050,360000,1,,2,120,117,,263,,,,3,1,0,,,1,1,1,,1,
10157281,VOV,9050,385000,1,,,131,50,2022,,,,,3,2,0,,,,,,,11,
10157280,VOV,9000,329000,2,,,,,2016,129,,,,2,1,0,,,,1,,1,1,
10157279,VOV,9230,419000,1,,,192,260,2016,139,,,,4,2,0,,,,1,,,1,
10157278,VOV,9000,264900,2,18,,32,,2013,115,,,,1,1,0,,,,1,,,,
10157277,VOV,9620,225000,1,,5,147,1010,,710,,,,4,1,0,,,1,1,1,1,,
10157276,VOV,9620,359000,1,,2,182,1494,1973,465,,,,3,1,0,,,1,1,1,1,1,
10157275,VWV,8870,210000,2,,4,,,1874,,,,,3,1,0,,,,,,1,,
10157274,VOV,9090,399000,1,,1,180,427,1976,160,,,,3,1,0,,,,1,1,1,1,
10157272,VOV,9140,1085000,1,11,2,377,6632,1996,194,,4,5,4,2,0,,,,,,,,
10157271,VOV,9160,525000,1,,1,200,600,1989,297,,4,,4,1,2,,,,,,600,,
10157267,VWV,8510,299900,1,,,258,513,1967,787,,,,3,1,0,17,45,,26,,300,1,
10157266,VWV,8530,169000,2,,2,84,,1997,287,3,,,2,1,0,9,,,17,1,1,11,
10157265,VAN,2310,299000,1,,5,160,340,,419,,3,,3,1,0,12,,,20,1,,,
10157263,VBR,3290,495000,1,7,,182,205,,,,,,4,2,0,21,,,41,,70,26,
10157258,VBR,3020,369000,1,,1,104,942,1956,629,,3,,2,1,0,,,,1,,928,,
10157256,VWV,8500,330000,1,,2,202,100,,235,,,,4,1,0,,,,,,1,1,
10157254,VAN,2950,435000,2,15,,140,,1996,295,4,,,3,2,0,12,,8,,,,50,
10157253,VAN,2180,219000,2,,2,83,,1973,193,3,,,2,1,0,7,,4,,,,3,
10157250,VAN,2000,699000,2,,,174,,,93,4,,,2,1,0,,,,1,,,1,
10157248,VAN,2600,349000,2,,4,90,,,375,4,,,3,1,0,,,,33,,100,,
10157247,VAN,2600,399000,2,,4,120,,,199,,,,3,2,0,8,,,40,,,4,
10157244,VWV,8660,115000,2,,6,47,,1958,274,,,,1,1,0,,,,,,,,
10157240,VWV,8310,329000,1,,,,0,2014,111,,,,4,1,0,,,,1,,,,
10157238,VWV,8860,395000,1,,,90,231,2008,217,,,,3,1,0,,,,1,,,,
10157236,VWV,8870,150000,2,,,,,,367,,,,2,1,0,,,,1,,,,
10157234,VOV,9800,650000,1,,,198,198,2019,30,,,,4,2,0,,,,1,,1,1,
