ID,Type,SubType,Price,NetHabitableSurface(msq),BedroomCount,Province,Locality,Region,PostCode,Floor,RegionCode,BuildingCondition,ConstructionYear,FacadeCount,HasBalcony,HasGarden,KitchenType,Status
10128188,HOUSE,HOUSE,328330.0,148.0,3.0,Limburg,Zonhoven,Flanders,3520,2.0,FLANDERS,,,3.0,0.0,1.0,0,0
10128189,HOUSE,HOUSE,328330.0,148.0,3.0,Limburg,Zonhoven,Flanders,3520,2.0,FLANDERS,,,3.0,0.0,1.0,0,0
10128190,HOUSE,HOUSE,327829.0,148.0,3.0,Limburg,Zonhoven,Flanders,3520,2.0,FLANDERS,,,3.0,0.0,1.0,0,0
10128191,HOUSE,HOUSE,327829.0,148.0,3.0,Limburg,Zonhoven,Flanders,3520,2.0,FLANDERS,,,3.0,0.0,1.0,0,0
10128192,HOUSE,HOUSE,378242.0,148.0,3.0,Limburg,Zonhoven,Flanders,3520,2.0,FLANDERS,,,4.0,0.0,1.0,0,0
10128195,HOUSE,HOUSE,442000.0,221.0,4.0,Antwerp,Merksplas,Flanders,2330,2.0,FLANDERS,,1989.0,4.0,0.0,0.0,0,0
10128197,APARTMENT,APARTMENT,249000.0,145.0,2.0,Liège,Flemalle,Wallonie,4400,2.0,WALLONIE,,2022.0,3.0,0.0,0.0,0,1
10128198,APARTMENT,PENTHOUSE,249000.0,135.0,2.0,Liège,Flemalle,Wallonie,4400,4.0,WALLONIE,,2022.0,3.0,0.0,0.0,0,1
10128203,HOUSE,HOUSE,315000.0,156.0,4.0,Limburg,Dilsen-Stokkem,Flanders,3650,2.0,FLANDERS,,1966.0,4.0,0.0,0.0,0,0
10128207,APARTMENT,APARTMENT,350000.0,65.0,1.0,Brussels,Bruxelles,Brussels,1000,1.0,BRUSSELS,AS_NEW,2013.0,2.0,0.0,0.0,3,1
10128208,HOUSE,HOUSE,143000.0,85.0,2.0,East Flanders,Brakel,Flanders,9660,2.0,FLANDERS,GOOD,,2.0,0.0,0.0,1,0
10128209,HOUSE,HOUSE,59000.0,69.0,2.0,Namur,Andenne,Wallonie,5300,2.0,WALLONIE,TO_RENOVATE,1850.0,2.0,0.0,0.0,0,0
10128211,APARTMENT,APARTMENT,390000.0,165.0,3.0,Antwerp,Antwerp,Flanders,2018,4.0,FLANDERS,TO_BE_DONE_UP,,2.0,0.0,0.0,3,0
10128222,APARTMENT,FLAT_STUDIO,177500.0,26.0,1.0,Brussels,Bruxelles,Brussels,1000,6.0,BRUSSELS,GOOD,,2.0,0.0,0.0,0,0
10128223,HOUSE,HOUSE,220000.0,120.0,3.0,Liège,Stavelot,Wallonie,4970,2.0,WALLONIE,GOOD,,2.0,0.0,1.0,0,0
10128226,APARTMENT,APARTMENT,179000.0,86.0,2.0,East Flanders,Dendermonde,Flanders,9200,11.0,FLANDERS,,1967.0,1.0,0.0,0.0,0,0
10128228,HOUSE,HOUSE,445000.0,156.0,3.0,Antwerp,Lint,Flanders,2547,2.0,FLANDERS,,1986.0,3.0,0.0,1.0,3,0
10128229,HOUSE,HOUSE,539000.0,190.0,4.0,Antwerp,Duffel,Flanders,2570,2.0,FLANDERS,,2014.0,3.0,0.0,1.0,3,1
10128248,HOUSE,HOUSE,155000.0,96.0,2.0,Liège,Liege,Wallonie,4030,2.0,WALLONIE,GOOD,,2.0,0.0,0.0,0,0
10128252,APARTMENT,APARTMENT,279000.0,80.0,2.0,Flemish Brabant,Sint-Pieters-Leeuw,Flanders,1600,1.0,FLANDERS,JUST_RENOVATED,1987.0,2.0,0.0,0.0,3,0
10128255,HOUSE,HOUSE,320000.0,150.0,4.0,Liège,Heron,Wallonie,4218,2.0,WALLONIE,TO_BE_DONE_UP,1954.0,4.0,0.0,1.0,0,0
10128260,HOUSE,HOUSE,345000.0,229.0,5.0,Hainaut,Tournai,Wallonie,7500,2.0,WALLONIE,AS_NEW,1950.0,2.0,0.0,0.0,1,0
10128270,APARTMENT,APARTMENT,395000.0,106.0,2.0,Antwerp,Antwerp,Flanders,2018,1.0,FLANDERS,AS_NEW,1954.0,2.0,0.0,0.0,1,0
10128271,HOUSE,HOUSE,259000.0,83.0,2.0,Antwerp,Ekeren,Flanders,2180,2.0,FLANDERS,GOOD,,2.0,0.0,1.0,0,0
10128272,APARTMENT,APARTMENT,275000.0,96.0,2.0,Hainaut,Le Roeulx,Wallonie,7070,2.0,WALLONIE,,,1.0,0.0,0.0,0,0
10128273,HOUSE,HOUSE,389000.0,200.0,5.0,Hainaut,Le Roeulx,Wallonie,7070,2.0,WALLONIE,TO_RENOVATE,,2.0,0.0,0.0,0,0
10128275,HOUSE,COUNTRY_COTTAGE,389000.0,200.0,5.0,Hainaut,Le Roeulx,Wallonie,7070,2.0,WALLONIE,TO_RENOVATE,,2.0,0.0,0.0,0,0
10128277,HOUSE,MIXED_USE_BUILDING,389000.0,200.0,5.0,Hainaut,Le Roeulx,Wallonie,7070,2.0,WALLONIE,TO_RENOVATE,,2.0,0.0,0.0,0,0
10128287,HOUSE,HOUSE,185000.0,124.0,2.0,Hainaut,Frameries,Wallonie,7080,2.0,WALLONIE,GOOD,,2.0,0.0,0.0,1,0
10128288,APARTMENT,APARTMENT,275600.0,86.0,2.0,Brussels,Anderlecht,Brussels,1070,2.0,BRUSSELS,AS_NEW,,1.0,0.0,0.0,0,0
10128294,APARTMENT,APARTMENT,250000.0,94.0,2.0,Limburg,Tongeren,Flanders,3700,1.0,FLANDERS,AS_NEW,2009.0,3.0,0.0,1.0,1,0
10128299,HOUSE,TOWN_HOUSE,349000.0,239.0,3.0,Antwerp,Turnhout,Flanders,2300,2.0,FLANDERS,AS_NEW,2000.0,2.0,0.0,0.0,3,0
10128301,APARTMENT,APARTMENT,236215.0,68.0,2.0,West Flanders,Brugge,Flanders,8000,2.0,FLANDERS,AS_NEW,2022.0,4.0,0.0,0.0,3,1
10128302,HOUSE,HOUSE,299000.0,145.0,4.0,East Flanders,Lede,Flanders,9340,2.0,FLANDERS,AS_NEW,1952.0,3.0,0.0,1.0,1,0
10128312,HOUSE,HOUSE,485000.0,216.0,4.0,Liège,Tilff,Wallonie,4130,2.0,WALLONIE,AS_NEW,1983.0,4.0,0.0,0.0,1,0
10128313,HOUSE,HOUSE,485000.0,216.0,4.0,Liège,Beaufays,Wallonie,4052,2.0,WALLONIE,AS_NEW,1983.0,4.0,0.0,0.0,1,0
10128314,HOUSE,HOUSE,99500.0,90.0,2.0,East Flanders,Ronse,Flanders,9600,2.0,FLANDERS,TO_RENOVATE,1920.0,3.0,0.0,1.0,0,0
10128355,APARTMENT,APARTMENT,205000.0,44.0,1.0,Antwerp,Aartselaar,Flanders,2630,2.0,FLANDERS,AS_NEW,,2.0,0.0,0.0,0,0
10128365,HOUSE,HOUSE,479000.0,153.0,3.0,Flemish Brabant,Lubbeek,Flanders,3210,2.0,FLANDERS,JUST_RENOVATED,1971.0,4.0,0.0,0.0,3,0
10128369,APARTMENT,APARTMENT,239000.0,80.0,2.0,Antwerp,Deurne,Flanders,2100,2.0,FLANDERS,AS_NEW,1970.0,2.0,0.0,0.0,3,0
10128370,HOUSE,VILLA,650000.0,238.0,4.0,East Flanders,Lochristi,Flanders,9080,2.0,FLANDERS,,1995.0,4.0,0.0,0.0,1,0
10128371,HOUSE,HOUSE,75000.0,95.0,1.0,Hainaut,Leuze-En-Hainaut,Wallonie,7900,2.0,WALLONIE,TO_RENOVATE,,2.0,0.0,0.0,0,0
10128373,APARTMENT,APARTMENT,260000.0,91.0,2.0,Flemish Brabant,Leuven,Flanders,3010,2.0,FLANDERS,TO_BE_DONE_UP,1991.0,1.0,0.0,0.0,2,0
10128374,HOUSE,MANSION,368000.0,152.0,4.0,Namur,Gembloux Beuzet,Wallonie,5030,2.0,WALLONIE,GOOD,1936.0,4.0,0.0,0.0,2,0
10128375,HOUSE,TOWN_HOUSE,320000.0,151.0,2.0,Flemish Brabant,Halle,Flanders,1502,2.0,FLANDERS,TO_BE_DONE_UP,1956.0,2.0,0.0,0.0,2,0
10128376,HOUSE,HOUSE,249000.0,162.0,3.0,Antwerp,Balen,Flanders,2490,2.0,FLANDERS,GOOD,,4.0,0.0,0.0,0,0
10128378,APARTMENT,PENTHOUSE,275000.0,60.0,1.0,Brussels,Ixelles,Brussels,1050,4.0,BRUSSELS,TO_RENOVATE,1960.0,2.0,0.0,0.0,2,0
10128379,HOUSE,HOUSE,495000.0,205.0,3.0,Antwerp,Antwerpen Ekeren,Flanders,2180,2.0,FLANDERS,,1936.0,2.0,0.0,0.0,0,0
10128384,HOUSE,TOWN_HOUSE,449000.0,185.0,3.0,Flemish Brabant,Vilvoorde,Flanders,1800,2.0,FLANDERS,,1969.0,2.0,0.0,0.0,1,0
10128388,HOUSE,HOUSE,495000.0,191.0,4.0,West Flanders,Kortemark,Flanders,8610,2.0,FLANDERS,GOOD,1965.0,2.0,0.0,1.0,3,0
10128392,HOUSE,HOUSE,365000.0,143.0,4.0,Antwerp,SINT-KATELIJNE-WAVER,Flanders,2860,2.0,FLANDERS,TO_RENOVATE,1941.0,3.0,0.0,1.0,0,0
10128396,HOUSE,VILLA,749000.0,258.0,4.0,Walloon Brabant,Waterloo,Wallonie,1410,2.0,WALLONIE,JUST_RENOVATED,1971.0,4.0,0.0,1.0,3,0
10128401,HOUSE,HOUSE,375000.0,131.0,3.0,Flemish Brabant,Haacht,Flanders,3150,2.0,FLANDERS,GOOD,1976.0,4.0,0.0,0.0,1,0
10128402,HOUSE,HOUSE,449000.0,273.0,4.0,Flemish Brabant,Boutersem,Flanders,3370,2.0,FLANDERS,GOOD,1974.0,4.0,0.0,0.0,1,0
10128405,APARTMENT,DUPLEX,258000.0,87.0,2.0,Flemish Brabant,Vilvoorde,Flanders,1800,2.0,FLANDERS,GOOD,2013.0,2.0,0.0,0.0,1,1
10128407,APARTMENT,APARTMENT,199000.0,72.0,1.0,Antwerp,Zoersel,Flanders,2980,2.0,FLANDERS,,2002.0,4.0,0.0,0.0,0,0
10128409,APARTMENT,APARTMENT,268500.0,116.0,3.0,Brussels,Anderlecht,Brussels,1070,3.0,BRUSSELS,TO_BE_DONE_UP,1965.0,3.0,0.0,0.0,2,0
10128420,HOUSE,HOUSE,484200.0,192.0,3.0,Flemish Brabant,Hoeilaart,Flanders,1560,2.0,FLANDERS,AS_NEW,,3.0,0.0,0.0,3,0
10128422,HOUSE,HOUSE,426400.0,192.0,3.0,Flemish Brabant,Hoeilaart,Flanders,1560,2.0,FLANDERS,AS_NEW,,2.0,0.0,0.0,3,0
10128423,HOUSE,HOUSE,423600.0,192.0,3.0,Flemish Brabant,Hoeilaart,Flanders,1560,2.0,FLANDERS,AS_NEW,,3.0,0.0,0.0,3,0
10128424,HOUSE,HOUSE,481000.0,192.0,3.0,Flemish Brabant,Hoeilaart,Flanders,1560,2.0,FLANDERS,AS_NEW,,3.0,0.0,0.0,3,0
10128425,HOUSE,HOUSE,427400.0,190.0,3.0,Flemish Brabant,Hoeilaart,Flanders,1560,2.0,FLANDERS,AS_NEW,,2.0,0.0,0.0,3,0
10128443,APARTMENT,APARTMENT,239000.0,80.0,3.0,Brussels,Bruxelles,Brussels,1000,2.0,BRUSSELS,GOOD,,2.0,0.0,0.0,0,0
10128445,HOUSE,HOUSE,165000.0,149.0,2.0,Hainaut,Boussu Hornu,Wallonie,7301,2.0,WALLONIE,GOOD,,2.0,0.0,1.0,0,0
10128448,HOUSE,HOUSE,299000.0,115.0,3.0,Flemish Brabant,Halle Lembeek,Flanders,1502,2.0,FLANDERS,TO_RENOVATE,,3.0,0.0,1.0,2,0
10128450,HOUSE,TOWN_HOUSE,415800.0,145.0,3.0,Liège,Chaineux,Wallonie,4650,2.0,WALLONIE,,2020.0,3.0,0.0,0.0,3,1
10128451,HOUSE,HOUSE,423904.0,211.0,5.0,Liège,Ensival,Wallonie,4800,2.0,WALLONIE,,,3.0,0.0,0.0,3,0
10128452,HOUSE,HOUSE,508000.0,178.0,4.0,Liège,Heusy,Wallonie,4802,2.0,WALLONIE,,,3.0,0.0,0.0,3,0
10128453,HOUSE,HOUSE,165000.0,118.0,3.0,Liège,Ans,Wallonie,4430,2.0,WALLONIE,TO_BE_DONE_UP,,2.0,0.0,0.0,0,0
10128461,HOUSE,HOUSE,229000.0,172.0,3.0,Limburg,Beringen,Flanders,3580,2.0,FLANDERS,,,3.0,0.0,0.0,0,0
10128471,HOUSE,VILLA,400000.0,160.0,2.0,Hainaut,Braine-le-Comte,Wallonie,7090,2.0,WALLONIE,AS_NEW,1997.0,4.0,0.0,0.0,1,0
10128473,HOUSE,HOUSE,225000.0,242.0,3.0,Hainaut,Ecaussinnes,Wallonie,7190,2.0,WALLONIE,GOOD,1947.0,2.0,0.0,0.0,3,0
10128474,HOUSE,HOUSE,499000.0,262.0,5.0,Luxembourg,Libramont-Chevigny,Wallonie,6800,2.0,WALLONIE,GOOD,1971.0,4.0,0.0,0.0,3,0
10128477,APARTMENT,APARTMENT,469000.0,165.0,3.0,Antwerp,Antwerp,Flanders,2018,4.0,FLANDERS,,1962.0,2.0,0.0,0.0,2,0
10128479,APARTMENT,APARTMENT,195000.0,50.0,1.0,Antwerp,Antwerpen,Flanders,2018,2.0,FLANDERS,AS_NEW,,2.0,0.0,0.0,1,0
10128481,APARTMENT,APARTMENT,185000.0,90.0,2.0,Antwerp,Geel,Flanders,2440,2.0,FLANDERS,,1998.0,1.0,0.0,0.0,1,0
10128482,APARTMENT,APARTMENT,229000.0,85.0,2.0,Flemish Brabant,Dilbeek,Flanders,1700,2.0,FLANDERS,GOOD,1920.0,2.0,0.0,0.0,3,0
10128485,APARTMENT,GROUND_FLOOR,259000.0,100.0,2.0,East Flanders,Sint-Niklaas,Flanders,9100,2.0,FLANDERS,GOOD,2008.0,2.0,0.0,1.0,1,0
10128486,HOUSE,HOUSE,265000.0,98.0,3.0,Liège,Tourinne (-la-chaussée),Wallonie,4263,2.0,WALLONIE,GOOD,2022.0,3.0,0.0,1.0,0,1
10128487,HOUSE,HOUSE,349000.0,148.0,3.0,Liège,Geer Lens-Saint-Servais,Wallonie,4250,2.0,WALLONIE,GOOD,1998.0,4.0,0.0,1.0,1,0
10128489,HOUSE,HOUSE,119000.0,138.0,2.0,Hainaut,Colfontaine,Wallonie,7340,2.0,WALLONIE,GOOD,,3.0,0.0,0.0,0,0
10128490,HOUSE,VILLA,395000.0,148.0,3.0,Hainaut,Bernissart Pommeroeul,Wallonie,7322,2.0,WALLONIE,GOOD,1995.0,4.0,0.0,1.0,0,0
10128495,HOUSE,HOUSE,275000.0,268.0,5.0,East Flanders,Geraardsbergen,Flanders,9500,2.0,FLANDERS,TO_BE_DONE_UP,,2.0,0.0,0.0,1,0
10128496,APARTMENT,APARTMENT,749000.0,163.0,2.0,Antwerp,Antwerp,Flanders,2000,4.0,FLANDERS,AS_NEW,1925.0,3.0,0.0,0.0,3,0
10128499,APARTMENT,APARTMENT,179000.0,70.0,1.0,Brussels,Anderlecht,Brussels,1070,2.0,BRUSSELS,GOOD,,2.0,0.0,0.0,1,0
10128500,HOUSE,HOUSE,359000.0,165.0,4.0,East Flanders,Buggenhout,Flanders,9255,2.0,FLANDERS,GOOD,1960.0,3.0,0.0,0.0,2,0
10128503,HOUSE,HOUSE,95000.0,64.0,1.0,Liège,Liege,Wallonie,4030,2.0,WALLONIE,TO_RESTORE,,3.0,0.0,1.0,0,0
10128504,HOUSE,APARTMENT_BLOCK,350000.0,218.0,5.0,Liège,Fléron Retinne,Wallonie,4621,2.0,WALLONIE,,,2.0,0.0,0.0,1,0
10128507,APARTMENT,APARTMENT,287500.0,62.0,1.0,Antwerp,Puurs-Sint-Amands,Flanders,2870,1.0,FLANDERS,AS_NEW,2021.0,2.0,0.0,0.0,3,1
10128509,HOUSE,HOUSE,350000.0,157.0,3.0,East Flanders,Beveren,Flanders,9120,2.0,FLANDERS,TO_RENOVATE,1982.0,3.0,0.0,0.0,2,0
10128510,HOUSE,HOUSE,179000.0,185.0,3.0,Hainaut,Lessines,Wallonie,7860,2.0,WALLONIE,TO_BE_DONE_UP,,2.0,0.0,0.0,0,0
10128511,APARTMENT,APARTMENT,99000.0,47.0,1.0,Liège,Liège,Wallonie,4000,3.0,WALLONIE,AS_NEW,,2.0,0.0,0.0,0,0
10128529,APARTMENT,APARTMENT,169000.0,68.0,1.0,Limburg,Genk,Flanders,3600,2.0,FLANDERS,GOOD,1974.0,2.0,0.0,0.0,0,0
10128541,HOUSE,HOUSE,139000.0,125.0,2.0,Hainaut,Manage,Wallonie,7170,2.0,WALLONIE,TO_BE_DONE_UP,,2.0,0.0,1.0,0,0
10128542,HOUSE,HOUSE,179000.0,185.0,2.0,Hainaut,Mons Flénu,Wallonie,7012,2.0,WALLONIE,GOOD,1954.0,2.0,0.0,1.0,0,0
10128551,APARTMENT,APARTMENT,395059.0,118.0,2.0,Hainaut,Enghien,Wallonie,7850,1.0,WALLONIE,AS_NEW,2022.0,3.0,0.0,0.0,3,1
10128555,HOUSE,HOUSE,295000.0,127.0,2.0,Liège,Polleur,Wallonie,4910,2.0,WALLONIE,AS_NEW,,3.0,0.0,1.0,0,0
10128564,HOUSE,HOUSE,419000.0,170.0,3.0,Antwerp,Turnhout,Flanders,2300,2.0,FLANDERS,JUST_RENOVATED,1968.0,3.0,0.0,1.0,3,0
10128566,HOUSE,HOUSE,372000.0,156.0,3.0,Flemish Brabant,Londerzeel,Flanders,1840,2.0,FLANDERS,GOOD,1967.0,3.0,0.0,0.0,2,0
10128572,APARTMENT,APARTMENT,295000.0,65.0,1.0,East Flanders,Gent,Flanders,9000,3.0,FLANDERS,JUST_RENOVATED,,1.0,0.0,0.0,0,0
10128581,HOUSE,HOUSE,289000.0,300.0,3.0,West Flanders,Avelgem,Flanders,8580,2.0,FLANDERS,AS_NEW,2016.0,2.0,0.0,1.0,1,1
10128589,APARTMENT,APARTMENT,259000.0,100.0,3.0,Antwerp,Schoten,Flanders,2900,1.0,FLANDERS,TO_BE_DONE_UP,1974.0,3.0,0.0,0.0,2,0
10128590,APARTMENT,GROUND_FLOOR,269000.0,100.0,2.0,Antwerp,Schoten,Flanders,2900,2.0,FLANDERS,TO_BE_DONE_UP,1974.0,3.0,0.0,0.0,2,0
10128592,APARTMENT,APARTMENT,160000.0,72.0,2.0,Brussels,ANDERLECHT,Brussels,1070,5.0,BRUSSELS,,1963.0,1.0,0.0,0.0,0,0
10128596,HOUSE,HOUSE,465000.0,300.0,2.0,Antwerp,Herentals,Flanders,2200,2.0,FLANDERS,GOOD,,4.0,0.0,1.0,1,0
10128599,HOUSE,HOUSE,250000.0,118.0,3.0,Liège,MONTEGNÉE,Wallonie,4420,2.0,WALLONIE,TO_BE_DONE_UP,,2.0,0.0,1.0,2,0
10128605,HOUSE,HOUSE,369000.0,171.0,4.0,West Flanders,Waregem,Flanders,8790,2.0,FLANDERS,AS_NEW,,3.0,0.0,1.0,1,0
10128612,HOUSE,APARTMENT_BLOCK,680000.0,194.0,2.0,Antwerp,Hombeek,Flanders,2811,2.0,FLANDERS,,2008.0,2.0,0.0,1.0,1,0
10128613,HOUSE,HOUSE,339000.0,104.0,2.0,Antwerp,Mechelen,Flanders,2800,2.0,FLANDERS,JUST_RENOVATED,,1.0,0.0,0.0,0,0
10128617,HOUSE,MANSION,298000.0,167.0,3.0,Antwerp,Lier,Flanders,2500,2.0,FLANDERS,GOOD,,2.0,0.0,1.0,1,0
10128618,HOUSE,HOUSE,380000.0,150.0,4.0,Walloon Brabant,BRAINE-LE-CHÂTEAU,Wallonie,1440,2.0,WALLONIE,JUST_RENOVATED,,4.0,0.0,1.0,1,0
10128622,APARTMENT,APARTMENT,189000.0,86.0,2.0,Antwerp,Borgerhout,Flanders,2140,5.0,FLANDERS,,,1.0,0.0,0.0,2,0
10128624,HOUSE,HOUSE,649000.0,277.0,4.0,Antwerp,Antwerp,Flanders,2018,2.0,FLANDERS,TO_BE_DONE_UP,,1.0,0.0,0.0,2,0
10128625,HOUSE,HOUSE,249000.0,135.0,2.0,Antwerp,Bornem,Flanders,2880,2.0,FLANDERS,TO_BE_DONE_UP,1874.0,3.0,0.0,1.0,0,0
10128627,HOUSE,HOUSE,280000.0,104.0,2.0,Flemish Brabant,Sint-Pieters-Leeuw,Flanders,1601,2.0,FLANDERS,TO_BE_DONE_UP,1918.0,2.0,0.0,1.0,0,0
10128628,HOUSE,HOUSE,345000.0,174.0,3.0,Antwerp,Westerlo,Flanders,2260,2.0,FLANDERS,GOOD,1992.0,3.0,0.0,0.0,3,0
10128629,APARTMENT,APARTMENT,295000.0,86.0,2.0,Brussels,Ixelles,Brussels,1050,3.0,BRUSSELS,TO_RENOVATE,1929.0,2.0,0.0,0.0,0,0
10128630,HOUSE,HOUSE,95000.0,91.0,2.0,Antwerp,Niel,Flanders,2845,2.0,FLANDERS,TO_RENOVATE,,2.0,0.0,0.0,0,0
10128633,APARTMENT,APARTMENT,195000.0,67.0,1.0,Flemish Brabant,Vilvoorde,Flanders,1800,2.0,FLANDERS,TO_BE_DONE_UP,,1.0,0.0,0.0,0,0
10128634,APARTMENT,DUPLEX,299000.0,87.0,1.0,Antwerp,Nijlen,Flanders,2560,1.0,FLANDERS,AS_NEW,,1.0,0.0,0.0,3,0
10128635,HOUSE,HOUSE,269000.0,190.0,4.0,East Flanders,St-Niklaas,Flanders,9100,2.0,FLANDERS,JUST_RENOVATED,,2.0,0.0,0.0,0,0
10128636,HOUSE,HOUSE,675000.0,165.0,3.0,Flemish Brabant,Leuven,Flanders,3000,2.0,FLANDERS,JUST_RENOVATED,,2.0,0.0,1.0,1,0
10128640,HOUSE,HOUSE,115000.0,129.0,2.0,Namur,MATAGNE-LA-PETITE,Wallonie,5680,2.0,WALLONIE,GOOD,,4.0,0.0,1.0,2,0
10128651,APARTMENT,APARTMENT,345000.0,90.0,2.0,Brussels,Ixelles,Brussels,1050,1.0,BRUSSELS,,1988.0,2.0,0.0,0.0,1,0
10128654,HOUSE,HOUSE,80000.0,140.0,2.0,Namur,Florennes,Wallonie,5620,2.0,WALLONIE,TO_RENOVATE,,3.0,0.0,1.0,1,0
10128660,APARTMENT,APARTMENT,520000.0,133.0,3.0,Brussels,Bruxelles,Brussels,1000,6.0,BRUSSELS,TO_BE_DONE_UP,1969.0,2.0,0.0,0.0,2,0
10128664,APARTMENT,APARTMENT,590000.0,135.0,2.0,Limburg,Hasselt,Flanders,3500,2.0,FLANDERS,,2020.0,1.0,0.0,0.0,0,1
10128665,APARTMENT,APARTMENT,247000.0,86.0,2.0,Brussels,Jette,Brussels,1090,6.0,BRUSSELS,GOOD,,4.0,0.0,0.0,1,0
10128667,APARTMENT,APARTMENT,190000.0,66.0,1.0,West Flanders,Beernem,Flanders,8730,2.0,FLANDERS,AS_NEW,2017.0,3.0,0.0,0.0,1,1
10128670,HOUSE,HOUSE,215000.0,135.0,3.0,Hainaut,Baudour,Wallonie,7331,2.0,WALLONIE,GOOD,,4.0,0.0,0.0,1,0
10128672,APARTMENT,APARTMENT,520000.0,133.0,3.0,Brussels,Etterbeek,Brussels,1040,6.0,BRUSSELS,TO_BE_DONE_UP,1969.0,2.0,0.0,0.0,2,0
10128673,APARTMENT,APARTMENT,475000.0,110.0,2.0,Limburg,Hasselt,Flanders,3500,2.0,FLANDERS,,2020.0,1.0,0.0,0.0,0,1
10128674,HOUSE,HOUSE,449000.0,275.0,3.0,Antwerp,Merksem,Flanders,2170,2.0,FLANDERS,GOOD,1974.0,2.0,0.0,0.0,1,0
10128676,APARTMENT,APARTMENT,135000.0,62.0,2.0,Antwerp,Merksem,Flanders,2170,2.0,FLANDERS,TO_BE_DONE_UP,1937.0,2.0,0.0,0.0,0,0
10128682,HOUSE,HOUSE,424000.0,180.0,4.0,East Flanders,Gent,Flanders,9050,2.0,FLANDERS,,,2.0,0.0,1.0,1,0
10128691,HOUSE,VILLA,530000.0,196.0,4.0,East Flanders,Aalter,Flanders,9880,2.0,FLANDERS,AS_NEW,1998.0,1.0,0.0,1.0,3,0
10128696,HOUSE,HOUSE,249000.0,129.0,2.0,East Flanders,Zulte,Flanders,9870,2.0,FLANDERS,TO_RENOVATE,,4.0,0.0,0.0,0,0
10128718,APARTMENT,APARTMENT,575000.0,165.0,3.0,Antwerp,Brasschaat,Flanders,2930,4.0,FLANDERS,GOOD,1995.0,3.0,0.0,1.0,1,0
10128720,APARTMENT,DUPLEX,595000.0,164.0,3.0,Limburg,Lommel,Flanders,3920,1.0,FLANDERS,,1938.0,4.0,0.0,0.0,1,0
10128728,HOUSE,HOUSE,335000.0,155.0,3.0,Antwerp,Arendonk,Flanders,2370,2.0,FLANDERS,,1956.0,3.0,0.0,0.0,1,0
10128739,HOUSE,VILLA,430000.0,145.0,3.0,Hainaut,Casteau (Soignies),Wallonie,7061,2.0,WALLONIE,,1996.0,4.0,0.0,1.0,1,0
10128740,HOUSE,HOUSE,225000.0,170.0,3.0,Luxembourg,Aubange,Wallonie,6790,2.0,WALLONIE,TO_RENOVATE,,4.0,0.0,1.0,0,0
10128744,HOUSE,HOUSE,230000.0,200.0,3.0,Hainaut,Lessen,Wallonie,7860,2.0,WALLONIE,GOOD,,2.0,0.0,0.0,1,0
10128745,HOUSE,CHALET,159000.0,75.0,2.0,Limburg,Tessenderlo,Flanders,3980,2.0,FLANDERS,GOOD,2008.0,4.0,0.0,1.0,0,0
10128754,APARTMENT,APARTMENT,185000.0,74.0,1.0,West Flanders,Ardooie,Flanders,8850,2.0,FLANDERS,GOOD,2020.0,2.0,0.0,1.0,1,1
10128758,HOUSE,HOUSE,219000.0,98.0,2.0,West Flanders,Oostkamp,Flanders,8020,2.0,FLANDERS,GOOD,1933.0,3.0,0.0,1.0,1,0
10128760,HOUSE,HOUSE,310000.0,212.0,3.0,Limburg,Beringen,Flanders,3582,2.0,FLANDERS,TO_BE_DONE_UP,1963.0,1.0,0.0,1.0,0,0
10128762,APARTMENT,APARTMENT,331500.0,128.0,3.0,Limburg,Beringen,Flanders,3580,1.0,FLANDERS,AS_NEW,2019.0,2.0,0.0,1.0,1,1
10128765,APARTMENT,DUPLEX,299500.0,133.0,2.0,East Flanders,Sint-Niklaas,Flanders,9100,3.0,FLANDERS,GOOD,2010.0,2.0,0.0,0.0,0,1
10128766,HOUSE,HOUSE,249000.0,144.0,4.0,East Flanders,Elversele,Flanders,9140,2.0,FLANDERS,GOOD,,2.0,0.0,0.0,0,0
10128770,HOUSE,HOUSE,368000.0,189.0,3.0,Limburg,Neeroeteren,Flanders,3680,2.0,FLANDERS,,2022.0,3.0,0.0,1.0,1,1
10128771,HOUSE,HOUSE,329000.0,228.0,3.0,Limburg,Maasmechelen,Flanders,3630,2.0,FLANDERS,,1970.0,4.0,0.0,0.0,1,0
10128776,HOUSE,HOUSE,165000.0,95.0,2.0,Antwerp,Turnhout,Flanders,2300,2.0,FLANDERS,TO_RENOVATE,,2.0,0.0,1.0,1,0
10128787,APARTMENT,GROUND_FLOOR,185000.0,94.0,2.0,Antwerp,Turnhout,Flanders,2300,2.0,FLANDERS,GOOD,,1.0,0.0,0.0,1,0
10128792,HOUSE,HOUSE,387000.0,295.0,4.0,Limburg,Hasselt,Flanders,3500,2.0,FLANDERS,GOOD,1955.0,3.0,0.0,0.0,3,0
10128794,APARTMENT,APARTMENT,157500.0,92.0,2.0,East Flanders,Zele,Flanders,9240,2.0,FLANDERS,,1996.0,2.0,0.0,0.0,0,0
10128801,APARTMENT,APARTMENT,225000.0,89.0,2.0,Brussels,Forest,Brussels,1190,2.0,BRUSSELS,,1967.0,2.0,0.0,0.0,0,0
10128802,APARTMENT,APARTMENT,225000.0,89.0,2.0,Brussels,Forest,Brussels,1190,2.0,BRUSSELS,,1967.0,2.0,0.0,0.0,0,0
